artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,type,duration,year,month,day_of_the_week
Odd Future,"Analog 2 (feat. Tyler, The Creator, Frank Ocean & Sydney Bennett)",0d8ONGx43ZprlHlmLZODpD,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,56,True,0.599,0.673,C#/Db,-8.363,Major,0.566,0.229,3.77e-05,0.066,0.262,148.044,4,"Tyler, The Creator, Frank Ocean, Syd",Feature,04:36,2012,March,Friday
Odd Future,"Rella (feat. Hodgy, Domo Genesis & Tyler, The Creator)",3v7GtykYEMuSg4dQyw4qZb,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,43,True,0.545,0.75,E,-6.485,Minor,0.312,0.159,0.0,0.147,0.881,138.768,4,"Hodgy, Domo Genesis, Tyler, The Creator",Feature,03:10,2012,March,Friday
Odd Future,"P (feat. Hodgy & Tyler, The Creator)",7MT9QdnGDvZ9jvDTElR75v,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,36,True,0.619,0.669,B,-7.732,Major,0.375,0.0603,0.0,0.124,0.588,79.793,4,"Hodgy, Tyler, The Creator",Feature,03:15,2012,March,Friday
Odd Future,"Hcapd (feat. Domo Genesis, Hodgy & Tyler, The Creator)",4eVMZcIz4kNgeQNjlKGZbl,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,32,True,0.447,0.726,B,-7.636,Minor,0.366,0.0569,1.28e-06,0.276,0.545,91.038,3,"Domo Genesis, Hodgy, Tyler, The Creator",Feature,03:40,2012,March,Friday
Odd Future,"Sam (Is Dead) (feat. Domo Genesis & Tyler, The Creator)",67nRofeeMvysUeO4FxB6tL,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,49,True,0.504,0.634,F,-8.582,Minor,0.394,0.385,0.000396,0.151,0.463,80.996,4,"Domo Genesis, Tyler, The Creator",Feature,03:22,2012,March,Friday
Odd Future,"We Got Bitches (feat. Tyler, The Creator, Taco & Jasper Dolphin)",0dv0qdbMZ6rJQzWMbxqerR,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,35,True,0.689,0.524,G#/Ab,-6.281,Minor,0.428,0.043,0.0,0.157,0.605,81.374,4,"Tyler, The Creator, Taco, Jasper Dolphin",Feature,03:19,2012,March,Friday
Pusha T,Trouble On My Mind,2ztyTz3H928W2bVb9qXBlB,Fear Of God II: Let Us Pray,0tS7jye0zKwGF0H4rqFGvz,2011-11-08,0,True,0.645,0.785,F#/Gb,-6.016,Minor,0.365,0.0705,0.000111,0.38,0.673,172.174,4,"Tyler, The Creator",Feature,03:32,2011,November,Tuesday
Jet Age of Tomorrow,"Welcome Home Son (feat. Tyler, The Creator & Casey Veggies)",6XOlxdDpGxcxaSD834sTwJ,12 Odd Future Songs,2EL4Tqtj9eXAjxcKPDIyu1,2011-10-03,36,True,0.391,0.784,D,-8.626,Major,0.37,0.0489,0.0,0.119,0.346,161.041,4,"Tyler, The Creator, Casey Veggies",Feature,02:54,2011,October,Monday
Domo Genesis,"Rolling Papers (feat. Tyler, The Creator)",2q35pHabpVH0UPBfDXskvP,12 Odd Future Songs,2EL4Tqtj9eXAjxcKPDIyu1,2011-10-03,45,True,0.669,0.795,C#/Db,-7.072,Major,0.405,0.0819,0.0,0.114,0.654,82.057,4,"Tyler, The Creator",Feature,02:52,2011,October,Monday
Casey Veggies,DTA,6SfqAuzvIHbERSO5c613P0,Sleeping in Class,5VQnHe5Wcji6wNbiAnMQ21,2011-09-20,49,False,0.366,0.946,D#/Eb,-1.401,Minor,0.363,0.222,0.0,0.178,0.706,160.815,4,"Tyler, The Creator",Feature,04:00,2011,September,Tuesday
MellowHype,F666 the Police,0MfIT9RpAUGHjol2iQzXiq,Blackenedwhite,7KLG5Qk1Y9gLzSjdNdR96l,2011-07-12,21,True,0.52,0.663,C#/Db,-5.751,Major,0.231,0.0609,0.0,0.439,0.276,125.315,4,,Feature,03:12,2011,July,Tuesday
The Game,Martians Vs Goblins,1UIcqXAA24eg76EFWViwr5,The R.E.D. Album,6PvZnd9Q2ymDo3gpoM5I37,2011-01-01,51,True,0.476,0.81,E,-3.414,Minor,0.265,0.0803,0.0,0.568,0.642,83.309,4,"Lil Wayne, Tyler, The Creator",Feature,03:48,2011,January,Saturday
Mike G,Timeless,5GYJvoJUMVyikb2D5sUwVg,Ali,5cVudF06zoMgAbXIRkk6aR,2010-04-11,20,True,0.606,0.767,A#/Bb,-7.689,Minor,0.497,0.285,0.0,0.119,0.689,79.92,4,,Feature,03:11,2010,April,Sunday
Mike G,BlaccFriday,7GJYd0MLHdnVLQ3G1AqNZK,Ali,5cVudF06zoMgAbXIRkk6aR,2010-04-11,22,True,0.538,0.534,G#/Ab,-8.348,Major,0.303,0.227,0.0,0.167,0.416,178.268,4,,Feature,03:58,2010,April,Sunday
